DRN_custom,LC_Pauli,MBD,BF,HB,GLM,contrast,timelock
-0.0493929428747921,0.186148617048008,-0.0890316877720433,-0.0707039622954505,-0.0917975093809215,GLM_03,contr5,offer-timelocked
0.155916577393036,0.0845067354766225,0.0414749032474294,0.0767096343858846,0.128968249854538,GLM_03,contr5,offer-timelocked
-0.0972073043520109,-0.0405684643452039,0.0886667952074104,0.215106113394615,0.0471890371645985,GLM_03,contr5,offer-timelocked
-0.115102240419428,0.212898489457175,-0.0381466927247341,-0.0820034086874849,0.0384697911346016,GLM_03,contr5,offer-timelocked
-0.114756535963637,0.145839218446847,0.18447690360698,0.146172807383251,0.236665560469962,GLM_03,contr5,offer-timelocked
-0.0451842934674306,-0.0148946161709835,0.0137836967572103,-0.03358782775912,-0.0548547207683532,GLM_03,contr5,offer-timelocked
-0.0870259884406852,0.0931521037416897,-0.0576764681537267,-0.00857639354919985,-0.187419661359719,GLM_03,contr5,offer-timelocked
0.132158551628226,0.136475759479488,0.0284493365440829,-0.0529413597409431,0.127251664499153,GLM_03,contr5,offer-timelocked
-0.0246879980593633,0.0901656644451108,0.0565124095491481,0.0139774193916406,0.0865499604550891,GLM_03,contr5,offer-timelocked
-0.164800616310741,-0.0250614335000618,-0.101272620210879,-0.0353100139543354,-0.0402416396159677,GLM_03,contr5,offer-timelocked
-0.102579384244757,-0.147754452139204,0.0386069118582645,-0.0682764701948235,-0.166968427660541,GLM_03,contr5,offer-timelocked
-0.117394306870305,0.10370802688573,-0.072898217669946,-0.0984127800475478,0.0559210508143869,GLM_03,contr5,offer-timelocked
-0.225291058660449,0.0168331949942812,-0.0847969480302646,0.086048347838137,-0.174607878008712,GLM_03,contr5,offer-timelocked
-0.263051940390822,-0.0718023073296708,-0.196301288571,-0.160008458383038,0.0416457100772725,GLM_03,contr5,offer-timelocked
0.126843458058253,0.194621875051068,0.121510666956794,0.147013076147038,0.0971214612744359,GLM_03,contr5,offer-timelocked
0.0560634500306376,0.0475033035177219,0.211600298820997,0.150410146345446,0.0137151349762872,GLM_03,contr5,offer-timelocked
0.0369181578504161,0.147881036964172,-0.00716084650596536,0.0588965717586369,0.19836978604446,GLM_03,contr5,offer-timelocked
-0.0435516167076,-0.176297110335888,-0.137787119313786,0.0577708886534052,-0.0533184957897051,GLM_03,contr5,offer-timelocked
0.116084191227445,0.057750424323627,-0.0034854950593183,0.189559354845209,0.062229542990302,GLM_03,contr5,offer-timelocked
-0.0644205850096716,-0.231899759018156,-0.107365921222531,-0.0722503146271713,-0.105977475268384,GLM_03,contr5,offer-timelocked
0.0545023729250936,-0.0379697538612634,0.131704281390829,-0.00913276253063902,-0.0593972049789105,GLM_03,contr5,offer-timelocked
0.113159272242764,0.048186143441625,0.0747427218504504,-0.110814786401311,0.0273574746466003,GLM_03,contr5,offer-timelocked
-0.0529121687000045,-0.0408026960325067,-0.0966700486442799,-0.0864647237539521,-0.0765226985659966,GLM_03,contr5,offer-timelocked
-0.00336007489725536,-0.0756910838269267,-0.058944356628474,-0.0857089220089552,-0.139968254343945,GLM_03,contr5,offer-timelocked
-0.153725528598726,0.11632177717083,0.0763733667190321,-0.0208036715729478,0.0337651215192589,GLM_03,contr5,offer-timelocked
-0.0430024839822979,0.00196110734824077,-0.130033416539574,-0.0537526967869645,-0.054195565220624,GLM_03,contr5,offer-timelocked
-0.0340067833394075,0.280284945017236,0.0708747321196871,0.0756234651990286,0.0510501989780435,GLM_03,contr5,offer-timelocked
