DRN_custom,LC_Pauli,MBD,BF,HB,GLM,contrast,timelock
-0.19341714485067,0.0436353716196628,-0.027138570602711,0.104005722516838,-0.149329780210349,GLM_05.4,contr1,offer-timelocked
0.0700081149994857,-0.134401644448954,0.141409100415089,-0.0130285100233122,0.133908398026156,GLM_05.4,contr1,offer-timelocked
-0.0271989253781242,0.0969115020552128,-0.00998024241850956,-0.0248721696778935,0.0215001435033284,GLM_05.4,contr1,offer-timelocked
-0.0925898645675303,0.00645579993543976,-0.0754078977713014,0.118694273765786,-0.0612361395551237,GLM_05.4,contr1,offer-timelocked
-0.0800674782226167,-0.0749116419267857,-0.0442493668491147,-0.0396352389220843,-0.0048087360447687,GLM_05.4,contr1,offer-timelocked
0.0777698067295758,0.0331315614016373,0.178768545998379,0.0122510018568586,0.0778235348083138,GLM_05.4,contr1,offer-timelocked
-0.0665922927626524,-0.0201783393796927,-0.0478560400339919,0.061996876579466,0.00547734996813735,GLM_05.4,contr1,offer-timelocked
-0.153030152274852,-0.121510492076619,-0.0952608620672998,0.104684245976856,0.0471139104393343,GLM_05.4,contr1,offer-timelocked
0.0109643665269864,0.0148901412899316,-0.0542831751824844,0.0796410263741734,0.0534062445154577,GLM_05.4,contr1,offer-timelocked
-0.0412825473478341,-0.0172677776433362,-0.0230141278897352,0.0978007825289175,-0.0508540107538392,GLM_05.4,contr1,offer-timelocked
-0.00400715873893383,0.0339201349706775,-0.135404968873936,0.0716290694093936,-0.121755902279142,GLM_05.4,contr1,offer-timelocked
-0.0141766500289479,0.0849296873865695,0.0623240122945312,0.057856729109094,0.0440019734982487,GLM_05.4,contr1,offer-timelocked
-0.0461478298024872,0.0824461789733986,0.132140551599079,0.0273813931726076,-0.0658695643672087,GLM_05.4,contr1,offer-timelocked
0.0830375958519144,-0.0575636303292035,-0.0904909912512525,0.0278717233520989,-0.0480966101019943,GLM_05.4,contr1,offer-timelocked
-0.0263385556401653,-0.00371570514190002,-0.0195383574556383,0.0262905668602674,-0.100787584356701,GLM_05.4,contr1,offer-timelocked
0.053041501725318,0.0957673441297039,0.0276220951238181,-0.0116113318009578,0.00792085582757045,GLM_05.4,contr1,offer-timelocked
-0.0370281376859034,0.0689825570931762,-0.0406906434592033,-0.0388838549830781,-0.114160710632697,GLM_05.4,contr1,offer-timelocked
-0.00193561057100631,0.0290236949285726,-0.057159923101905,0.00384807198746643,-0.132890387370257,GLM_05.4,contr1,offer-timelocked
-0.0301401739277819,0.0733282887176265,-0.0402798005938982,-0.0724512350865681,0.0103041186605822,GLM_05.4,contr1,offer-timelocked
-0.0799186800508924,0.029599821691462,-0.0311490155831271,-0.0014909764409256,0.0415915666572587,GLM_05.4,contr1,offer-timelocked
-0.00257365394925739,0.146772072980524,-0.0689819593742625,-0.0241830986967058,-0.0448593442414221,GLM_05.4,contr1,offer-timelocked
0.00854445255019655,0.0550322801902197,0.102246554299946,-0.0318079421072049,0.101426429867587,GLM_05.4,contr1,offer-timelocked
0.0454889732829149,0.00636913424117878,0.0710375115746826,0.0578191713870006,-0.0369606069195042,GLM_05.4,contr1,offer-timelocked
-0.000461724677684865,-0.0484836085140413,-0.0310669567772444,-0.175926888028752,0.0284204224713419,GLM_05.4,contr1,offer-timelocked
0.0404107985961078,-0.0314320977992419,-0.0264035509452572,-0.0137009098795513,0.016779965167674,GLM_05.4,contr1,offer-timelocked
-0.053655165440504,-0.0593664961812195,0.077535835608096,0.113896668455308,0.0254080039531968,GLM_05.4,contr1,offer-timelocked
0.000112232697856007,0.00241497731975752,-0.0722875581784918,0.084125070959552,-0.141781931155858,GLM_05.4,contr1,offer-timelocked
