DRN_custom,MBD,HB,BF,LC_Pauli,GLM,contrast,timelock
-0.19341714485067,-0.027138570602711,-0.149329780210349,0.104005722516838,0.0436353716196628,GLM_04.1b,contr1,offer-timelocked
0.0700081149994857,0.141409100415089,0.133908398026156,-0.0130285100233122,-0.134401644448954,GLM_04.1b,contr1,offer-timelocked
-0.0271989253781242,-0.00998024241850956,0.0215001435033284,-0.0248721696778935,0.0969115020552128,GLM_04.1b,contr1,offer-timelocked
-0.0925898645675303,-0.0754078977713014,-0.0612361395551237,0.118694273765786,0.00645579993543976,GLM_04.1b,contr1,offer-timelocked
-0.0800674782226167,-0.0442493668491147,-0.0048087360447687,-0.0396352389220843,-0.0749116419267857,GLM_04.1b,contr1,offer-timelocked
0.0777698067295758,0.178768545998379,0.0778235348083138,0.0122510018568586,0.0331315614016373,GLM_04.1b,contr1,offer-timelocked
-0.0665922927626524,-0.0478560400339919,0.00547734996813735,0.061996876579466,-0.0201783393796927,GLM_04.1b,contr1,offer-timelocked
-0.153030152274852,-0.0952608620672998,0.0471139104393343,0.104684245976856,-0.121510492076619,GLM_04.1b,contr1,offer-timelocked
0.0109643665269864,-0.0542831751824844,0.0534062445154577,0.0796410263741734,0.0148901412899316,GLM_04.1b,contr1,offer-timelocked
-0.0412825473478341,-0.0230141278897352,-0.0508540107538392,0.0978007825289175,-0.0172677776433362,GLM_04.1b,contr1,offer-timelocked
-0.00400715873893383,-0.135404968873936,-0.121755902279142,0.0716290694093936,0.0339201349706775,GLM_04.1b,contr1,offer-timelocked
-0.0141766500289479,0.0623240122945312,0.0440019734982487,0.057856729109094,0.0849296873865695,GLM_04.1b,contr1,offer-timelocked
-0.0461478298024872,0.132140551599079,-0.0658695643672087,0.0273813931726076,0.0824461789733986,GLM_04.1b,contr1,offer-timelocked
0.0830375958519144,-0.0904909912512525,-0.0480966101019943,0.0278717233520989,-0.0575636303292035,GLM_04.1b,contr1,offer-timelocked
-0.0263385556401653,-0.0195383574556383,-0.100787584356701,0.0262905668602674,-0.00371570514190002,GLM_04.1b,contr1,offer-timelocked
0.053041501725318,0.0276220951238181,0.00792085582757045,-0.0116113318009578,0.0957673441297039,GLM_04.1b,contr1,offer-timelocked
-0.0370281376859034,-0.0406906434592033,-0.114160710632697,-0.0388838549830781,0.0689825570931762,GLM_04.1b,contr1,offer-timelocked
-0.00193561057100631,-0.057159923101905,-0.132890387370257,0.00384807198746643,0.0290236949285726,GLM_04.1b,contr1,offer-timelocked
-0.0301401739277819,-0.0402798005938982,0.0103041186605822,-0.0724512350865681,0.0733282887176265,GLM_04.1b,contr1,offer-timelocked
-0.0799186800508924,-0.0311490155831271,0.0415915666572587,-0.0014909764409256,0.029599821691462,GLM_04.1b,contr1,offer-timelocked
-0.00257365394925739,-0.0689819593742625,-0.0448593442414221,-0.0241830986967058,0.146772072980524,GLM_04.1b,contr1,offer-timelocked
0.00854445255019655,0.102246554299946,0.101426429867587,-0.0318079421072049,0.0550322801902197,GLM_04.1b,contr1,offer-timelocked
0.0454889732829149,0.0710375115746826,-0.0369606069195042,0.0578191713870006,0.00636913424117878,GLM_04.1b,contr1,offer-timelocked
-0.000461724677684865,-0.0310669567772444,0.0284204224713419,-0.175926888028752,-0.0484836085140413,GLM_04.1b,contr1,offer-timelocked
0.0404107985961078,-0.0264035509452572,0.016779965167674,-0.0137009098795513,-0.0314320977992419,GLM_04.1b,contr1,offer-timelocked
-0.053655165440504,0.077535835608096,0.0254080039531968,0.113896668455308,-0.0593664961812195,GLM_04.1b,contr1,offer-timelocked
0.000112232697856007,-0.0722875581784918,-0.141781931155858,0.084125070959552,0.00241497731975752,GLM_04.1b,contr1,offer-timelocked
