BF,DRN_custom,MBD,LC_Pauli,HB,GLM,contrast,timelock
-0.0877660700844487,-0.0322546277008215,-0.0311521266996703,0.0406384638947981,0.0561729878148402,GLM_013,contr1,offer-timelocked
0.00943588241667576,0.042339744661501,0.0269984252085325,-0.14160906281712,0.00655605165761237,GLM_013,contr1,offer-timelocked
0.0612842321956714,-0.0075451866166778,-0.0564274898458212,0.0335466811846438,0.0567866012324175,GLM_013,contr1,offer-timelocked
-0.043038956613466,-0.0652388601182501,-0.0925440899352687,-0.100940887199945,0.0127701910807155,GLM_013,contr1,offer-timelocked
-0.0485644134078249,-0.12446355111306,-0.0153650829492316,-0.00612935876101393,-0.0550263059853979,GLM_013,contr1,offer-timelocked
0.00347206674554736,-0.0114085995896506,-0.178969973297001,-0.0280067465578945,-0.107379795804856,GLM_013,contr1,offer-timelocked
0.0310597051314997,0.0755641412496208,0.0607073208409335,0.060152110181774,-0.0854424400209176,GLM_013,contr1,offer-timelocked
0.119215157066478,0.093013204447355,0.0450356885770057,0.134139388136275,0.139217603919171,GLM_013,contr1,offer-timelocked
0.0554911755470507,-0.047725049323157,0.0293797703904255,-0.111170532429142,0.0601183267649719,GLM_013,contr1,offer-timelocked
0.05120347863777,0.0205384904108578,0.0282730903283098,-0.0475204006210173,0.104521101152415,GLM_013,contr1,offer-timelocked
0.068731628746288,0.0810651051005405,-0.0351279136250008,0.0139793919444797,-0.114720035772103,GLM_013,contr1,offer-timelocked
0.0512107719626922,0.0257214480249571,-0.0424460243541158,-0.0276669141039324,-0.0519585933785773,GLM_013,contr1,offer-timelocked
0.0844800890338111,0.0848504459443434,-0.0466939872359979,-0.0496912746182168,0.0524064191282451,GLM_013,contr1,offer-timelocked
0.0529472768115823,0.0414451557017679,-0.110101161581107,0.0254960303518729,-0.146182201225016,GLM_013,contr1,offer-timelocked
0.0956077404689969,0.0131782687862321,0.0222268952837292,0.106915460123693,-0.119973109854545,GLM_013,contr1,offer-timelocked
0.0325080365406356,0.123906087616955,0.0311180575006773,0.0322245491286128,0.128227755798722,GLM_013,contr1,offer-timelocked
0.0158888544775062,-0.176185319951956,-0.103092590087102,-0.0815416679435592,-0.146022952596387,GLM_013,contr1,offer-timelocked
0.0866484517092442,0.0109770788879323,-0.134949006624473,-0.00151313479143454,0.0532964870294523,GLM_013,contr1,offer-timelocked
-0.0879298890163188,-0.0684983126960166,-0.0270613685546617,-0.0384798840640118,0.0432803203721198,GLM_013,contr1,offer-timelocked
0.0211666513690877,-0.026629886652041,0.136899827036972,0.0241946199458514,0.0204733595265753,GLM_013,contr1,offer-timelocked
0.0314156593279743,0.00247378479246987,0.0196041405748224,0.0197983896372744,-0.00720811165284809,GLM_013,contr1,offer-timelocked
0.0780125741869654,0.0198192988706212,-0.0481507415879799,-0.0369206564967444,0.0324897455321412,GLM_013,contr1,offer-timelocked
0.0686536459827955,0.0575973583395835,-0.0253928085593027,-0.0367430185876629,0.0144681199391646,GLM_013,contr1,offer-timelocked
-0.0227281981737904,-0.122356466190031,-0.063583510497558,-0.119321212067806,0.0451203668671027,GLM_013,contr1,offer-timelocked
0.0940885514205728,-0.0102749708681562,-0.0881322016929513,-0.119635054061382,-0.113091103470635,GLM_013,contr1,offer-timelocked
0.0922200811757476,0.0187624452909923,0.0151017204934271,0.00652198919797113,0.15234337850791,GLM_013,contr1,offer-timelocked
0.0350810131163016,-0.0209111458230356,0.0114343189437329,0.0525913591075924,0.0612823241688701,GLM_013,contr1,offer-timelocked
