DRN_custom,LC_Pauli,MBD,BF,HB,GLM,contrast,timelock
0.0192273150550155,0.133753569419352,0.111536858365253,-0.0421601384098236,0.104240979108484,GLM_01,contr3,offer-timelocked
-0.0932919389464627,0.00411582067260245,0.0165722143767252,-0.0175364579665135,0.0365922283175562,GLM_01,contr3,offer-timelocked
-0.0676508187616371,-0.0545686486869905,0.115165011276068,0.0392223317985003,0.193161887638364,GLM_01,contr3,offer-timelocked
-0.0287494831601161,-0.18088602596627,0.0269329088652276,-0.0108938815996579,-0.0258137337930237,GLM_01,contr3,offer-timelocked
0.0563180104489326,0.021804861156353,0.0598823644031172,-0.0653367915594758,0.010903511404697,GLM_01,contr3,offer-timelocked
0.132016650602242,-0.0910784442818563,0.394588850108999,-0.371141503071764,0.395042291570994,GLM_01,contr3,offer-timelocked
0.178670239490348,-0.000982731134642567,0.25038696982863,-0.138951435270803,0.245812870276792,GLM_01,contr3,offer-timelocked
0.0235253301019227,0.0353215387543961,0.298198670781028,0.0454475114854726,0.236523382235675,GLM_01,contr3,offer-timelocked
-0.00141026671657225,-0.0839732335241413,0.0146103354130791,-0.00926266278971971,0.0604264756883569,GLM_01,contr3,offer-timelocked
0.104637006348077,-0.0566533694077545,0.13535376467526,0.0156559361906704,0.0251194736556557,GLM_01,contr3,offer-timelocked
-0.0585726377322687,0.0199237518269204,0.0889346423860403,-0.146233585760386,0.0823670122871925,GLM_01,contr3,offer-timelocked
0.10029466368394,0.0553511788055649,0.118540073762438,-0.0860527066140924,0.106745765742149,GLM_01,contr3,offer-timelocked
0.184235375220989,-0.0311908339634334,0.155392105254227,-0.0269471432507364,-0.00884385394730729,GLM_01,contr3,offer-timelocked
0.0225736230727953,-0.00602851493366975,-0.00781979475354846,-0.0138980728917832,-0.0383990653561065,GLM_01,contr3,offer-timelocked
-0.00218076586206014,-0.0375297995311904,0.052044182961243,-0.013248912450372,-0.0765728014986202,GLM_01,contr3,offer-timelocked
0.200178720584837,0.188635905419216,0.247366765359753,-0.0561105010178707,0.204006359405743,GLM_01,contr3,offer-timelocked
-0.00844154707204436,0.0281894454688771,0.0662839777877623,-0.237977915706796,0.0403784877431939,GLM_01,contr3,offer-timelocked
-0.0119557518337897,0.0151069919295811,-0.0172089600167578,-0.117374651703403,-0.0866557996499985,GLM_01,contr3,offer-timelocked
0.430112750460516,0.135489025625259,0.280400376134967,-0.0392418584477555,0.17609379413074,GLM_01,contr3,offer-timelocked
0.130990412567498,0.118893199516443,0.338298137978755,-0.0688244753817717,0.413850479531486,GLM_01,contr3,offer-timelocked
0.136417042719584,0.0230054332221205,0.117570478285031,-0.144164053575666,0.183690931859681,GLM_01,contr3,offer-timelocked
0.19474459026429,0.0540338627409957,0.0914593443567862,-0.0837571443259876,0.168530399126601,GLM_01,contr3,offer-timelocked
0.0493836991580476,0.0306068502999186,0.0693984065557035,0.0633989165481823,0.0151406029661795,GLM_01,contr3,offer-timelocked
-0.0358039123484776,0.0736066450110928,0.185731800213576,-0.168177494619226,0.235328992987501,GLM_01,contr3,offer-timelocked
0.360014369377831,0.125659243382053,0.414996919393602,0.0796790721564267,0.38714838427308,GLM_01,contr3,offer-timelocked
0.0448302105054495,-0.00332225446170832,0.118735073319963,-0.0421714095343615,0.114401220831787,GLM_01,contr3,offer-timelocked
0.128371438814666,0.168920757294307,0.174335120534479,-0.149013278080822,0.230722397732884,GLM_01,contr3,offer-timelocked
