DRN_custom,LC_Pauli,MBD,BF,HB,AIsphere7,dACCsphere7,GLM,contrast,timelock
-0.268295309679228,0.090611510669546,-0.0353638064284074,0.0311476658981555,-0.00225909774111327,-0.160679536914132,0.0508960592403679,GLM_06.2,contr1,offer-timelocked
-0.111569422472702,-0.168191299641869,0.0800380300293639,0.0423639321754181,-0.153058469229946,0.0251232277641903,0.107347011103817,GLM_06.2,contr1,offer-timelocked
-0.0489917610926086,-0.100429068469839,-0.0532769672184927,-0.10513344565508,0.0701119401974575,0.124024713312717,-0.195801191541193,GLM_06.2,contr1,offer-timelocked
-0.0954778214508799,0.198197176214785,-0.187925100804772,0.13338761220018,-0.0010055711168883,0.034270589898812,0.0180491094051611,GLM_06.2,contr1,offer-timelocked
0.180701615920972,0.151739590509664,-0.070493633733452,-0.0601365469501498,-0.0537160266681034,-0.231077864144762,-0.0773816411602253,GLM_06.2,contr1,offer-timelocked
-0.1530371675916,0.0254078630192816,-0.268570721051087,0.139510248020452,0.256847556822655,0.0743797982142488,0.202696915173445,GLM_06.2,contr1,offer-timelocked
-0.194295218696858,0.0510934916337478,-0.205923885184492,-0.23116829980993,-0.135997787901778,0.00336200469305665,-0.163483110984476,GLM_06.2,contr1,offer-timelocked
-0.0852471480069039,0.0793475416365321,0.0618401472984747,-0.279906410941798,0.0514355557839754,-0.191664278445628,-0.154745781713041,GLM_06.2,contr1,offer-timelocked
0,0,0,0,0,0,0,GLM_06.2,contr1,offer-timelocked
-0.271260628110201,0.0529168382196626,-0.0770108764208176,-0.324599246316745,0.0121180071918353,-0.171637510949035,-0.166017143859896,GLM_06.2,contr1,offer-timelocked
0.0161721093501312,0.0306154328213899,-0.057652682891001,-0.0137543614341195,0.013247617656978,-0.0897411324655613,-0.067159845605067,GLM_06.2,contr1,offer-timelocked
-0.0129747608114852,-0.0808174423008765,0.084276005819088,0.0975908978323667,0.0337505391433114,0.0682522715486458,0.0816456913312289,GLM_06.2,contr1,offer-timelocked
0.149445550194331,-0.107505195979259,0.250078787201443,-0.0859896015403751,0.0757449967112972,0.138272212621039,0.113181348426353,GLM_06.2,contr1,offer-timelocked
0,0,0,0,0,0,0,GLM_06.2,contr1,offer-timelocked
0,0,0,0,0,0,0,GLM_06.2,contr1,offer-timelocked
-0.0315264675518025,0.102052347004575,0.0482437880433958,-0.219587796935743,-0.0644357468505723,-0.142304045433294,-0.212846582377189,GLM_06.2,contr1,offer-timelocked
0,0,0,0,0,0,0,GLM_06.2,contr1,offer-timelocked
0.120993988707131,0.109866076457302,-0.0469847816849452,-0.0300965781772636,-0.126946706248112,-0.25678773865647,-0.191810608467541,GLM_06.2,contr1,offer-timelocked
-0.180728537019242,-0.0647913888042141,-0.180586189402613,-0.0904706288936204,0.172953686847831,0.00419270642706043,0.0732793490344094,GLM_06.2,contr1,offer-timelocked
-0.313427664097788,-0.0241802519128156,0.127215449695145,-0.0605539539279815,-0.122273537554316,0.103519169707738,-0.0399345169906421,GLM_06.2,contr1,offer-timelocked
-0.00996859548943207,0.140455668385079,-0.21338190083157,0.170245290876086,0.0361699848681781,-0.0699342849627954,-0.272082213142207,GLM_06.2,contr1,offer-timelocked
-0.167173560287732,-0.152386896018122,0.0442988258529802,0.0990681539811197,0.034134147008661,-0.184489352516818,-0.157805014890417,GLM_06.2,contr1,offer-timelocked
-0.184865632980427,-0.0691601034742692,-0.0392724671696872,-0.122840783727443,0.107133950167426,-0.033809126827791,-0.0312401569934829,GLM_06.2,contr1,offer-timelocked
-0.228529978237172,-0.143285386680612,0.0619994163964509,-0.353154460114931,-0.0724357060106392,-0.0823693079157855,-0.309192185399076,GLM_06.2,contr1,offer-timelocked
0.249726739746013,0.257333534397763,0.283694492144309,0.0232200858285,0.106781596424377,0.0754090764658573,0.116369309958228,GLM_06.2,contr1,offer-timelocked
0.0445356537464146,0.096462052086179,0.0293066648813028,-0.0221357525802156,-0.00261091726551019,-0.0710702058878429,0.0176847788200987,GLM_06.2,contr1,offer-timelocked
0.0446365179575419,0.0697795370864819,-0.362787879337882,0.0316035614405045,-0.272721281437945,-0.391406049973299,-0.587381905821106,GLM_06.2,contr1,offer-timelocked
