MBD,GLM,contrast,timelock
0.0415923020334357,GLM_01,contr1,offer-timelocked
-0.0134118396619654,GLM_01,contr1,offer-timelocked
-0.0951423854734096,GLM_01,contr1,offer-timelocked
0.170046752931104,GLM_01,contr1,offer-timelocked
0.14714255174227,GLM_01,contr1,offer-timelocked
-0.0323333521798355,GLM_01,contr1,offer-timelocked
0.188776444176456,GLM_01,contr1,offer-timelocked
-0.00529370457142086,GLM_01,contr1,offer-timelocked
0.121681766736314,GLM_01,contr1,offer-timelocked
0.0794192975950147,GLM_01,contr1,offer-timelocked
0.292937608059042,GLM_01,contr1,offer-timelocked
0.0799451261387526,GLM_01,contr1,offer-timelocked
0.055916024324712,GLM_01,contr1,offer-timelocked
0.20075655255726,GLM_01,contr1,offer-timelocked
0.111190199404799,GLM_01,contr1,offer-timelocked
0.0963152731594993,GLM_01,contr1,offer-timelocked
0.252354308949686,GLM_01,contr1,offer-timelocked
0.12106330866056,GLM_01,contr1,offer-timelocked
0.0333348414246473,GLM_01,contr1,offer-timelocked
0.22331529208768,GLM_01,contr1,offer-timelocked
0.094345219185564,GLM_01,contr1,offer-timelocked
0.220113239517353,GLM_01,contr1,offer-timelocked
-0.0708094948915552,GLM_01,contr1,offer-timelocked
0.20348576053677,GLM_01,contr1,offer-timelocked
0.0752725513658212,GLM_01,contr1,offer-timelocked
-0.0194644890532171,GLM_01,contr1,offer-timelocked
0.228832014360991,GLM_01,contr1,offer-timelocked
