DRN_custom,LC_Pauli,MBD,BF,HB,insula_ant,dACC_anat_resampled_nudged,AIsphere7,dACCsphere7,GLM,contrast,timelock
-0.00966668382659882,0.110154067630859,0.0676209263509723,-0.0495577485181128,0.0976656540451878,0.0562673037427955,0.0422698130759661,0.149157789019272,-0.00104255666511849,GLM_05,contr3,offer-timelocked
-0.10278970466991,-0.0169477902253321,0.00238255894891698,0.0111844216324347,0.0504755494176295,0.026148385623304,0.0679082325481228,0.128808622851507,-0.164728252403723,GLM_05,contr3,offer-timelocked
-0.0631534560439346,-0.0458504601540072,0.130387101111781,0.0286426684534662,0.197698198768311,0.237547843367386,0.237690350101423,0.378836042675555,-0.18864077291628,GLM_05,contr3,offer-timelocked
-0.0708315454163641,-0.192484328581999,0.036357358606274,-0.0109163292897015,-0.0320833123217752,0.0431066132588104,0.0359285945673756,0.136012315696946,-0.119850561916676,GLM_05,contr3,offer-timelocked
0.0352275981827413,0.0152467454922137,0.0416412102437804,-0.0334882087799109,-0.00132628897264872,0.144227415528622,0.0636906604676093,0.188543187441693,-0.0875890243096472,GLM_05,contr3,offer-timelocked
0.135262333189845,-0.121406251459242,0.360689338201957,-0.357071027076113,0.369304520634554,0.493586762944913,0.146549657232281,0.637578965434363,0.263162647686186,GLM_05,contr3,offer-timelocked
0.149368379369347,0.0441514795229894,0.235450292374327,-0.17274685968231,0.228700632545467,0.366889724096356,0.206942410383505,0.488144482244724,-0.0791700181738961,GLM_05,contr3,offer-timelocked
0.0674801801431125,0.0629721728830519,0.334347190511925,0.0533648232175974,0.261867525460278,0.495141017141516,0.502444695820691,0.49637021801016,-0.119614681588482,GLM_05,contr3,offer-timelocked
0.0124957862048168,-0.0675043322071543,0.0362706981281479,-0.0248081764955768,0.070358089439423,0.0301874273594233,0.0887817164990814,0.0617614072106072,0.00316113350056207,GLM_05,contr3,offer-timelocked
0.11044176104339,-0.0575328948605767,0.177828154156399,0.0485882629982674,0.0424422512571067,0.0323488876836213,0.0260716279159176,0.0718721965166874,-0.0186220935461909,GLM_05,contr3,offer-timelocked
-0.093516692721961,-0.0180366396527731,0.111903965355385,-0.131226234828216,0.0647552333016336,0.228738948035981,0.239236205503357,0.218907928028932,0.031749756423719,GLM_05,contr3,offer-timelocked
0.0999209570888233,0.0469339763100781,0.11412296747437,-0.067255973057728,0.101992466352413,0.193367792757944,0.110224994399008,0.321973577958126,-0.0641593682172775,GLM_05,contr3,offer-timelocked
0.173481314981813,0.355359261643475,0.119929399445371,0.0046565640829133,-0.0513088592936939,0.0873937290599269,0.16887208283856,0.156592800303415,0.0315013758209249,GLM_05,contr3,offer-timelocked
0.0293466791961994,0.0421550296058232,-0.0114415403134251,-0.0238926081112805,-0.0155466151148385,0.0157267841969991,0.00489022162189718,0.127180783440021,-0.0704520701505922,GLM_05,contr3,offer-timelocked
-0.0124623103835881,-0.0108950745785405,0.0600391986835319,-0.0495427348197003,-0.0881632714483736,0.00990204926038021,-0.0517976635016932,0.00506773725380378,0.0140025022527456,GLM_05,contr3,offer-timelocked
0.183638686627254,0.165331478320228,0.223365215581742,-0.0953824922885882,0.174268189710242,0.0808682955265853,0.0798454309183431,0.195107036780201,-0.0914975994517978,GLM_05,contr3,offer-timelocked
0.00514885305355509,0.0425572871625755,0.103948273102283,-0.232086114857279,0.0911290159649575,0.239416469429215,0.330723396209825,0.261043665576179,-0.239635701161411,GLM_05,contr3,offer-timelocked
-0.0545853829092119,-0.0229996206286,-0.0729457985582204,-0.159804522320681,-0.135291665444217,-0.0752102013194607,-0.0962939219298292,0.0650012559100345,-0.116487307103614,GLM_05,contr3,offer-timelocked
0.438369996915957,0.158758528164652,0.273236145939802,-0.016890739399845,0.186383414953536,0.293536107269955,0.1972091253767,0.484341158025759,0.000883159513939697,GLM_05,contr3,offer-timelocked
0.137695064025974,0.119393489390107,0.346599255118146,-0.0698408736306713,0.399845610473577,0.442728055083796,0.276115076720796,0.567910660501706,-0.204189313466265,GLM_05,contr3,offer-timelocked
0.160506596883003,0.0440676988606797,0.0947321559489444,-0.113126837342707,0.120587305508918,0.101473780595517,0.315302815953145,0.345259082851985,-0.143160717201519,GLM_05,contr3,offer-timelocked
0.212792552297351,0.0656037339887562,0.0961496812195185,-0.0663005955262791,0.163682129239489,0.0521400324673482,0.110306488783412,0.0874369370698793,-0.0878746249016095,GLM_05,contr3,offer-timelocked
0.0576422689644072,0.0271670224853426,0.0458188803624143,0.0312382567535196,0.0147203455458064,0.0486476680046767,-0.0650665133605196,0.0838396804710792,0.00346272971795933,GLM_05,contr3,offer-timelocked
-0.0428467293107161,0.0918017357187685,0.191576648529216,-0.165353215007448,0.25484277888097,0.356340515501372,0.349052885380204,0.462770683290441,-0.00396994225005942,GLM_05,contr3,offer-timelocked
0.380105423313753,0.249504918614964,0.43918279177768,0.0842040373089033,0.393691799573574,0.310446689237659,0.548762537925044,0.517017570303935,0.170277375148111,GLM_05,contr3,offer-timelocked
0.07177528122056,0.0349543976765552,0.135716283867222,-0.0409330891633416,0.0980398864629471,0.108660923486922,0.0532056919195563,0.182456249193585,0.0744841889448939,GLM_05,contr3,offer-timelocked
0.147743251031745,0.20657646665656,0.183368392927418,-0.128723050250473,0.266363206005561,0.0619654234759819,0.113732663875873,0.0814485875999794,0.126073564072753,GLM_05,contr3,offer-timelocked
