tc_data1,tc_data2,tc_data3,tc_data4,tc_data5
0.039624399660108,0.0119441441104077,BF,GLM_05,contr_2
0.038263162968085,0.0118277989265084,BF,GLM_05,contr_2
0.0368482724186339,0.0117576816391239,BF,GLM_05,contr_2
0.0354016515142919,0.0117332047411209,BF,GLM_05,contr_2
0.033942767358537,0.0117524211170933,BF,GLM_05,contr_2
0.0324813523150644,0.0118132488183525,BF,GLM_05,contr_2
0.0310258104667356,0.0119120567693902,BF,GLM_05,contr_2
0.029570085148109,0.0120429969562189,BF,GLM_05,contr_2
0.0281045182499239,0.0121993646182095,BF,GLM_05,contr_2
0.0266216646834048,0.0123740704273348,BF,GLM_05,contr_2
0.0251115957494457,0.012559930433408,BF,GLM_05,contr_2
0.0235721525762955,0.0127518694945211,BF,GLM_05,contr_2
0.0220016269862941,0.0129460367276869,BF,GLM_05,contr_2
0.0203958490894388,0.0131393737078439,BF,GLM_05,contr_2
0.018748172347731,0.0133283252851434,BF,GLM_05,contr_2
0.0170522366988385,0.0135104493067852,BF,GLM_05,contr_2
0.0153031672169309,0.0136831231210652,BF,GLM_05,contr_2
0.0134960360868463,0.0138427700737473,BF,GLM_05,contr_2
0.0116305976915921,0.0139850633468679,BF,GLM_05,contr_2
0.00971825110790326,0.014107021201566,BF,GLM_05,contr_2
0.00777331344337941,0.0142076099082353,BF,GLM_05,contr_2
0.00580643252526859,0.0142875055326058,BF,GLM_05,contr_2
0.00381768257808594,0.014347734001795,BF,GLM_05,contr_2
0.00180625009951064,0.0143899040956561,BF,GLM_05,contr_2
-0.000226840371242424,0.0144172999104235,BF,GLM_05,contr_2
-0.00227493343575348,0.014433754693073,BF,GLM_05,contr_2
-0.00433043241734266,0.0144445670952594,BF,GLM_05,contr_2
-0.00637080356280106,0.0144547236948049,BF,GLM_05,contr_2
-0.00836960352048919,0.0144692229866578,BF,GLM_05,contr_2
-0.010303589589301,0.0144928618975288,BF,GLM_05,contr_2
-0.0121494678908967,0.0145292397379049,BF,GLM_05,contr_2
-0.0138917792159315,0.0145796023414863,BF,GLM_05,contr_2
-0.0155151163502068,0.014643551460742,BF,GLM_05,contr_2
-0.0170020580337383,0.0147190919797407,BF,GLM_05,contr_2
-0.0183327888453102,0.0148031928645473,BF,GLM_05,contr_2
-0.0194848312532867,0.0148920109367529,BF,GLM_05,contr_2
-0.0204350274736475,0.0149813713205381,BF,GLM_05,contr_2
-0.0211632521789218,0.015066604220918,BF,GLM_05,contr_2
-0.0216552629248231,0.0151417192908794,BF,GLM_05,contr_2
-0.0219048775087449,0.0151999640620687,BF,GLM_05,contr_2
-0.0219095525459773,0.0152342246732118,BF,GLM_05,contr_2
-0.021667424693083,0.0152383834287402,BF,GLM_05,contr_2
-0.0211726404170819,0.0152084111773659,BF,GLM_05,contr_2
-0.0204242918481696,0.0151423519080459,BF,GLM_05,contr_2
-0.0194224132220681,0.015041212048863,BF,GLM_05,contr_2
-0.0181697429221012,0.014907713519209,BF,GLM_05,contr_2
-0.0166719703530162,0.0147456225766596,BF,GLM_05,contr_2
-0.0149499524771256,0.0145607789991739,BF,GLM_05,contr_2
-0.0130286543302517,0.0143602483788366,BF,GLM_05,contr_2
-0.0109300502331608,0.0141519942772384,BF,GLM_05,contr_2
-0.00867582192858124,0.0139451496586977,BF,GLM_05,contr_2
-0.00628269151652148,0.0137507356966618,BF,GLM_05,contr_2
-0.00377177639088675,0.0135804836792022,BF,GLM_05,contr_2
-0.00116833874162489,0.0134461400462468,BF,GLM_05,contr_2
0.00150145994723574,0.013356761430054,BF,GLM_05,contr_2
0.00420557892639545,0.0133173230146394,BF,GLM_05,contr_2
0.00690847093142792,0.0133297100515424,BF,GLM_05,contr_2
0.00957857050850406,0.0133932530375555,BF,GLM_05,contr_2
0.0121893600951661,0.0135041189072002,BF,GLM_05,contr_2
0.0147181476103611,0.0136546483216868,BF,GLM_05,contr_2
0.0171432019188327,0.0138336827928787,BF,GLM_05,contr_2
0.0194447631077291,0.014027531977789,BF,GLM_05,contr_2
0.0216017935034525,0.0142219024900662,BF,GLM_05,contr_2
0.0236011504713262,0.014403626832724,BF,GLM_05,contr_2
0.0254293048092737,0.0145609561136083,BF,GLM_05,contr_2
0.027075031638361,0.0146839163197048,BF,GLM_05,contr_2
0.028530663307767,0.0147651101401782,BF,GLM_05,contr_2
0.0297998591319595,0.014798964765056,BF,GLM_05,contr_2
0.030887023959264,0.0147821364641344,BF,GLM_05,contr_2
0.031790767325556,0.0147143310659338,BF,GLM_05,contr_2
0.0325107066452403,0.0145981048884283,BF,GLM_05,contr_2
0.0330445587530307,0.0144386315200387,BF,GLM_05,contr_2
0.0333977531608362,0.0142417690098162,BF,GLM_05,contr_2
0.0335808741204959,0.0140143636947741,BF,GLM_05,contr_2
0.0336032042222028,0.0137654470185128,BF,GLM_05,contr_2
0.0334783624593878,0.0135058446446789,BF,GLM_05,contr_2
0.0332215109408713,0.0132460868482908,BF,GLM_05,contr_2
