DRN_custom,GLM,contrast,timelock
0.0276221396644467,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0.157445353505257,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0.191996658903033,GLM_05.3,contr1,offer-timelocked
-0.0311754715512605,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0.199979800137771,GLM_05.3,contr1,offer-timelocked
0.193812710617587,GLM_05.3,contr1,offer-timelocked
-0.088238766212146,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0.215516214736812,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
0,GLM_05.3,contr1,offer-timelocked
