DRN_custom,GLM,contrast,timelock
0.0484586805020545,GLM_05.4,contr2,offer-timelocked
-0.0673011842440305,GLM_05.4,contr2,offer-timelocked
-0.00809685178363507,GLM_05.4,contr2,offer-timelocked
0.0255055765472844,GLM_05.4,contr2,offer-timelocked
-0.0279389108058707,GLM_05.4,contr2,offer-timelocked
0.0265451993517848,GLM_05.4,contr2,offer-timelocked
0.0404312266038519,GLM_05.4,contr2,offer-timelocked
0.0620912765623683,GLM_05.4,contr2,offer-timelocked
0.0499653489651092,GLM_05.4,contr2,offer-timelocked
-0.0416398318121881,GLM_05.4,contr2,offer-timelocked
0.150034181333058,GLM_05.4,contr2,offer-timelocked
0.099590730010915,GLM_05.4,contr2,offer-timelocked
0.0635987124472601,GLM_05.4,contr2,offer-timelocked
0.0873090828826375,GLM_05.4,contr2,offer-timelocked
0.0504944481600029,GLM_05.4,contr2,offer-timelocked
0.149514202551203,GLM_05.4,contr2,offer-timelocked
-0.0161276462289711,GLM_05.4,contr2,offer-timelocked
0.109463578274336,GLM_05.4,contr2,offer-timelocked
-0.0386939761288125,GLM_05.4,contr2,offer-timelocked
0.0654583431495132,GLM_05.4,contr2,offer-timelocked
0.0563227950972634,GLM_05.4,contr2,offer-timelocked
0.00426377800456154,GLM_05.4,contr2,offer-timelocked
-0.0336361402145733,GLM_05.4,contr2,offer-timelocked
-0.00995312106437329,GLM_05.4,contr2,offer-timelocked
0.0235871439449967,GLM_05.4,contr2,offer-timelocked
0.0228646814491045,GLM_05.4,contr2,offer-timelocked
0.0613011848503388,GLM_05.4,contr2,offer-timelocked
