DRN_custom,LC_Pauli,MBD,BF,HB,GLM,contrast,timelock
0.0744309135283407,-0.20819692319095,0.119162679021579,-0.12174172801047,-0.00695409271776962,GLM_03,contr3,offer-timelocked
0.134735570186545,0.0664886875227318,0.132071255120294,-0.134545789771802,0.0435674121370265,GLM_03,contr3,offer-timelocked
0.0723285071633801,-0.14741920755475,0.192615334592215,0.0166204706007547,0.0388862281808626,GLM_03,contr3,offer-timelocked
-0.0366511244941472,0.0270420967582368,0.104501359510028,-0.112353742740705,-0.0131657120121795,GLM_03,contr3,offer-timelocked
0.102271475976433,-0.0440102243482192,-0.00671245565294072,-0.0207336334546792,0.0627025557708563,GLM_03,contr3,offer-timelocked
0.0587204412143174,-0.287143048999307,0.0535691176925252,0.135294530369802,0.113787145111382,GLM_03,contr3,offer-timelocked
0.248093526235555,0.0641940170085606,0.170436084579494,0.0308010034821978,-0.0680235491929726,GLM_03,contr3,offer-timelocked
-0.00164482542634674,0.135286337854823,-0.105225411256538,0.172666143274993,-0.163184794512174,GLM_03,contr3,offer-timelocked
-0.0560397978738176,-0.226035727638817,-0.164335671491977,0.00702104030277384,-0.182509349632287,GLM_03,contr3,offer-timelocked
-0.0365433867256592,-0.118487731845395,-0.217956054404126,0.00710755484159507,-0.034051320429035,GLM_03,contr3,offer-timelocked
0.0773864295057861,-0.0146496533452042,0.0552010762200553,0.0783856184602823,0.0507827654337031,GLM_03,contr3,offer-timelocked
-0.19879478255466,0.0146345717245092,-0.0550167767591334,0.144944091769981,-0.0156848323119952,GLM_03,contr3,offer-timelocked
-0.00780375841799214,0.174742527313456,-0.0235492084323471,0.0147757195684291,0.0700127506113399,GLM_03,contr3,offer-timelocked
0.0412010847817887,0.147723262581474,0.0613445510208056,0.0536911759600766,-0.29429649240973,GLM_03,contr3,offer-timelocked
0.135778242983456,-0.0520463020776362,-0.237625108792426,-0.268985564446769,-0.0593446274892998,GLM_03,contr3,offer-timelocked
0.125870789305886,0.163642686064553,0.254545615350737,0.118028867559999,-0.0815899568115439,GLM_03,contr3,offer-timelocked
0.251706961615824,-0.0215768396389243,0.123015725461921,-0.0243236421301619,0.216169755269799,GLM_03,contr3,offer-timelocked
0.149828975827915,0.11623223734406,0.130753322957373,-0.0704301060397993,0.167282917050746,GLM_03,contr3,offer-timelocked
0.333457684677189,0.225508512476518,0.0811536034753968,0.0729592996668519,0.135303314360642,GLM_03,contr3,offer-timelocked
0.246403333170728,0.323571540778989,0.0596089486630097,-0.0576895581718203,-0.0663675303881959,GLM_03,contr3,offer-timelocked
0.00711499311971817,0.0618196364131966,0.0216023554208824,-0.168761673151478,0.0320282324720806,GLM_03,contr3,offer-timelocked
0.00384941462060584,-0.0403714164096019,0.0854749780012152,0.041445093093078,0.0479434098622766,GLM_03,contr3,offer-timelocked
0.00992063373742687,0.122173547906351,-0.061413339529502,0.0549395012469589,-0.0207037678372603,GLM_03,contr3,offer-timelocked
0.166140395768039,0.115034258959959,0.0950149291443965,-0.171134220611515,0.0438977504016637,GLM_03,contr3,offer-timelocked
-0.297768455631885,-0.207816934533537,-0.0857102579663229,0.190014295347142,-0.0724450455140219,GLM_03,contr3,offer-timelocked
0.335552286241083,0.349641250555343,0.178980469323491,0.0249357948422746,0.107802314164841,GLM_03,contr3,offer-timelocked
-0.128950440451179,-0.215193754084659,0.061815345502255,-0.0520304842491788,-0.193261984800571,GLM_03,contr3,offer-timelocked
