0,0.94117,1,103,1
0,0.86923,1,103,1
1,1.0455,1,103,1
1,0.99511,1,103,1
2,1.1883,1,103,1
2,1.1543,1,103,1
2,1.0208,1,103,1
2,1.0753,1,103,1
2,0.94782,1,103,1
2,1.1973,1,103,1
3,0.82761,1,103,1
3,0.80916,1,103,1
4,0.97251,1,103,1
4,0.75011,1,103,1
5,1.0147,1,103,1
5,1.0084,1,103,1
5,0.70733,1,103,1
5,1.1437,1,103,1
0,1.0544,2,103,1
0,1.163,2,103,1
1,0.83377,2,103,1
1,1.1051,2,103,1
2,0.89636,2,103,1
2,0.96138,2,103,1
2,1.0551,2,103,1
2,0.98008,2,103,1
2,0.86886,2,103,1
2,0.51025,2,103,1
3,0.84289,2,103,1
3,0.99911,2,103,1
4,0.79411,2,103,1
4,1.2263,2,103,1
5,0.88861,2,103,1
5,1.0053,2,103,1
5,0.94845,2,103,1
5,0.82374,2,103,1
0,1.3212,3,103,1
0,0.53854,3,103,1
0,1.0341,3,103,1
0,1.0563,3,103,1
1,1.0844,3,103,1
1,1.0649,3,103,1
2,0.89543,3,103,1
2,0.96122,3,103,1
2,0.89667,3,103,1
2,0.68741,3,103,1
3,1.074,3,103,1
3,1.0264,3,103,1
4,0.9014,3,103,1
4,0.89795,3,103,1
5,0.74201,3,103,1
5,1.1517,3,103,1
5,0.96682,3,103,1
5,0.90911,3,103,1
0,1.0908,4,103,1
0,0.66527,4,103,1
0,0.97563,4,103,1
0,0.91634,4,103,1
1,0.85568,4,103,1
1,1.0083,4,103,1
2,0.8679,4,103,1
2,0.92322,4,103,1
2,0.87222,4,103,1
2,0.71431,4,103,1
3,1.1497,4,103,1
3,0.94155,4,103,1
4,0.82753,4,103,1
4,1.0241,4,103,1
5,1.0239,4,103,1
5,0.9627,4,103,1
5,0.98604,4,103,1
5,0.80786,4,103,1
1,0.97276,1,104,1
1,0.79379,1,104,1
1,0.73583,1,104,1
1,0.78214,1,104,1
1,0.88114,1,104,1
1,0.95282,1,104,1
3,0.87132,1,104,1
3,0.9414,1,104,1
3,0.63673,1,104,1
3,0.96751,1,104,1
5,1.17,1,104,1
5,0.84473,1,104,1
1,0.96577,2,104,1
1,1.0181,2,104,1
1,0.81052,2,104,1
1,0.83769,2,104,1
1,0.58691,2,104,1
1,0.89298,2,104,1
3,0.87358,2,104,1
3,0.86735,2,104,1
3,1.1443,2,104,1
3,0.83223,2,104,1
5,0.95108,2,104,1
5,1.0419,2,104,1
1,1.019,3,104,1
1,0.94763,3,104,1
1,0.92098,3,104,1
1,0.78547,3,104,1
1,0.86752,3,104,1
1,1.0425,3,104,1
3,1.0778,3,104,1
3,0.83082,3,104,1
3,1.0182,3,104,1
3,1.0706,3,104,1
5,0.98992,3,104,1
5,0.84794,3,104,1
1,1.0282,4,104,1
1,1.0211,4,104,1
1,0.65716,4,104,1
1,0.90642,4,104,1
1,0.88865,4,104,1
1,1.0437,4,104,1
3,0.90149,4,104,1
3,0.8546,4,104,1
3,1.0812,4,104,1
3,1.1818,4,104,1
5,1.0361,4,104,1
5,0.91263,4,104,1
0,0.89389,1,105,1
0,0.96416,1,105,1
1,0.79933,1,105,1
1,0.86749,1,105,1
2,0.90919,1,105,1
2,0.76728,1,105,1
2,0.85997,1,105,1
2,1.1787,1,105,1
2,1.2316,1,105,1
2,1.0761,1,105,1
3,1.0415,1,105,1
3,0.99996,1,105,1
4,0.84892,1,105,1
4,0.68095,1,105,1
5,0.9357,1,105,1
5,0.95347,1,105,1
5,1.064,1,105,1
5,1.0106,1,105,1
0,0.98856,2,105,1
0,1.1204,2,105,1
1,1.1065,2,105,1
1,0.78148,2,105,1
2,0.84448,2,105,1
2,0.97052,2,105,1
2,0.83394,2,105,1
2,1.1273,2,105,1
2,0.88821,2,105,1
2,0.92753,2,105,1
3,1.0735,2,105,1
3,0.84566,2,105,1
4,0.96039,2,105,1
4,1.0336,2,105,1
5,0.95193,2,105,1
5,0.89927,2,105,1
5,0.93073,2,105,1
5,0.99311,2,105,1
0,0.79338,3,105,1
0,0.92254,3,105,1
0,0.83971,3,105,1
0,1.043,3,105,1
1,1.1331,3,105,1
1,0.73019,3,105,1
2,0.9783,3,105,1
2,0.95246,3,105,1
2,1.229,3,105,1
2,0.94488,3,105,1
3,1.1147,3,105,1
3,0.81782,3,105,1
4,1.0109,3,105,1
4,0.89945,3,105,1
5,1.0821,3,105,1
5,0.98936,3,105,1
5,0.98531,3,105,1
5,0.86965,3,105,1
0,0.95654,4,105,1
0,1.0634,4,105,1
0,1.063,4,105,1
0,0.97544,4,105,1
1,0.78416,4,105,1
1,1.2025,4,105,1
2,0.90754,4,105,1
2,1.1989,4,105,1
2,0.85325,4,105,1
2,1.0844,4,105,1
3,0.81757,4,105,1
3,0.8167,4,105,1
4,0.91224,4,105,1
4,1.0906,4,105,1
5,0.95396,4,105,1
5,1.0051,4,105,1
5,1.0347,4,105,1
5,1.1096,4,105,1
0,0.93376,1,106,1
0,1.169,1,106,1
1,0.99094,1,106,1
1,0.82471,1,106,1
2,0.96718,1,106,1
2,1.0783,1,106,1
2,0.72895,1,106,1
2,0.89661,1,106,1
