tc_data1,tc_data2,tc_data3,tc_data4,tc_data5
-0.038534922630413,0.0179729823656994,HB,GLM_06.2,contr_1
-0.0370679249280969,0.0181374497157896,HB,GLM_06.2,contr_1
-0.0352750307093834,0.0184154646534084,HB,GLM_06.2,contr_1
-0.0331966785459087,0.0188117500182504,HB,GLM_06.2,contr_1
-0.0308886181537369,0.0193262917347192,HB,GLM_06.2,contr_1
-0.0284202973383717,0.0199504910491864,HB,GLM_06.2,contr_1
-0.0258673738405458,0.0206688922724551,HB,GLM_06.2,contr_1
-0.0232981360050616,0.0214623777245298,HB,GLM_06.2,contr_1
-0.0207639004638509,0.022310472439731,HB,GLM_06.2,contr_1
-0.0182984069838954,0.0231946783672383,HB,GLM_06.2,contr_1
-0.0159385011762509,0.0240971937268972,HB,GLM_06.2,contr_1
-0.0137237890035398,0.0250026164154625,HB,GLM_06.2,contr_1
-0.011698222282888,0.0258988681069185,HB,GLM_06.2,contr_1
-0.00990682628499241,0.0267784132807117,HB,GLM_06.2,contr_1
-0.00840219736707203,0.0276388127072612,HB,GLM_06.2,contr_1
-0.0072280015726559,0.0284795568965208,HB,GLM_06.2,contr_1
-0.00642624925479924,0.0293008798884089,HB,GLM_06.2,contr_1
-0.00603572417466305,0.0300994880446828,HB,GLM_06.2,contr_1
-0.00609019015715866,0.0308683022340811,HB,GLM_06.2,contr_1
-0.00661893338637915,0.031597869800213,HB,GLM_06.2,contr_1
-0.00763840392933828,0.0322780496770434,HB,GLM_06.2,contr_1
-0.00915526462040195,0.0328976193948374,HB,GLM_06.2,contr_1
-0.0111637517076623,0.0334433996730528,HB,GLM_06.2,contr_1
-0.0136474850834666,0.0339009378486564,HB,GLM_06.2,contr_1
-0.0165724428113394,0.0342564526353908,HB,GLM_06.2,contr_1
-0.0198869632688826,0.034504745601435,HB,GLM_06.2,contr_1
-0.0235285198929138,0.0346476010261652,HB,GLM_06.2,contr_1
-0.027434895824026,0.0346880243688233,HB,GLM_06.2,contr_1
-0.0315486870998965,0.0346313399507539,HB,GLM_06.2,contr_1
-0.0358159352682749,0.0344864397874929,HB,GLM_06.2,contr_1
-0.0401816175945127,0.0342647245162696,HB,GLM_06.2,contr_1
-0.0445908033351557,0.0339755375220143,HB,GLM_06.2,contr_1
-0.0489815037704161,0.033625548346883,HB,GLM_06.2,contr_1
-0.0532882731813245,0.0332209404250812,HB,GLM_06.2,contr_1
-0.0574330703216042,0.0327717486495055,HB,GLM_06.2,contr_1
-0.0613431130796863,0.0322969033360165,HB,GLM_06.2,contr_1
-0.0649449948827874,0.0318163473973549,HB,GLM_06.2,contr_1
-0.0681682019787308,0.0313489326795947,HB,GLM_06.2,contr_1
-0.070948904615544,0.0309087884546295,HB,GLM_06.2,contr_1
-0.0732259267436337,0.0305058016510826,HB,GLM_06.2,contr_1
-0.0749515784423049,0.0301458036384375,HB,GLM_06.2,contr_1
-0.0760923007176742,0.0298338930071502,HB,GLM_06.2,contr_1
-0.0766319621827585,0.0295762042379233,HB,GLM_06.2,contr_1
-0.0765633330297092,0.029375287359792,HB,GLM_06.2,contr_1
-0.0758919470989635,0.0292272107249791,HB,GLM_06.2,contr_1
-0.0746325443142985,0.0291186330104648,HB,GLM_06.2,contr_1
-0.0728093225764361,0.0290312745965126,HB,GLM_06.2,contr_1
-0.0704538158988006,0.0289475998166081,HB,GLM_06.2,contr_1
-0.0676026444003932,0.0288520840300372,HB,GLM_06.2,contr_1
-0.0642981539745488,0.0287347573637305,HB,GLM_06.2,contr_1
-0.0605826332145554,0.0285922270422749,HB,GLM_06.2,contr_1
-0.0564965898735273,0.0284246256048141,HB,GLM_06.2,contr_1
-0.0520873590978154,0.0282340419392761,HB,GLM_06.2,contr_1
-0.0474096667416146,0.0280243955973399,HB,GLM_06.2,contr_1
-0.0425317839949894,0.0278007581600144,HB,GLM_06.2,contr_1
-0.037518680001033,0.0275670759969244,HB,GLM_06.2,contr_1
-0.0324402440974126,0.027331156086931,HB,GLM_06.2,contr_1
-0.0273700708400596,0.0271049865173461,HB,GLM_06.2,contr_1
-0.0223783420196833,0.0269030414284895,HB,GLM_06.2,contr_1
-0.0175341690264489,0.0267399366893691,HB,GLM_06.2,contr_1
-0.0128953535287775,0.0266285135579474,HB,GLM_06.2,contr_1
-0.00851214979011576,0.0265815311548286,HB,GLM_06.2,contr_1
-0.00442015272212908,0.0266121465643898,HB,GLM_06.2,contr_1
-0.000647456160759208,0.0267311381391256,HB,GLM_06.2,contr_1
0.00278135109319896,0.0269436707218915,HB,GLM_06.2,contr_1
0.00583539622987913,0.0272516854788581,HB,GLM_06.2,contr_1
0.00848887568713899,0.0276517207888763,HB,GLM_06.2,contr_1
0.01072490430112,0.0281349316456284,HB,GLM_06.2,contr_1
0.0125296092032661,0.0286894683236483,HB,GLM_06.2,contr_1
0.0138955487113191,0.0293008504009442,HB,GLM_06.2,contr_1
0.0148167943382113,0.0299555875713413,HB,GLM_06.2,contr_1
0.0152857889128908,0.0306393267533067,HB,GLM_06.2,contr_1
0.015300054612652,0.0313373561939603,HB,GLM_06.2,contr_1
0.0148655729446865,0.0320356270709855,HB,GLM_06.2,contr_1
0.0139971943434248,0.0327192701588367,HB,GLM_06.2,contr_1
0.0127039925124786,0.0333798275057768,HB,GLM_06.2,contr_1
0.010998431882278,0.034011437844253,HB,GLM_06.2,contr_1
0.00890537354671568,0.0346109877430975,HB,GLM_06.2,contr_1
0.00645564204544517,0.0351755351921268,HB,GLM_06.2,contr_1
0.00367892156742472,0.0357013156458963,HB,GLM_06.2,contr_1
0.0005976404635737,0.0361829759119857,HB,GLM_06.2,contr_1
-0.00276023590349087,0.0366134492810388,HB,GLM_06.2,contr_1
-0.00637004795871823,0.0369847335087903,HB,GLM_06.2,contr_1
-0.0102116894142899,0.0372885045264013,HB,GLM_06.2,contr_1
-0.0142608313576055,0.0375169203627145,HB,GLM_06.2,contr_1
-0.0184776604129893,0.0376649870144694,HB,GLM_06.2,contr_1
-0.0228243665649824,0.0377272343003938,HB,GLM_06.2,contr_1
-0.027267430732542,0.0376981578404881,HB,GLM_06.2,contr_1
-0.0317662908561701,0.0375751419508476,HB,GLM_06.2,contr_1
-0.036281967466137,0.0373602264274046,HB,GLM_06.2,contr_1
