DRN_custom,LC_Pauli,MBD,BF,HB,GLM,contrast,timelock
-0.123215391132414,-0.0808855726575862,0.017547441828285,-0.133599675219357,-0.16702950147453,GLM_04,contr1,offer-timelocked
-0.113391356303468,-0.135238148377701,-0.122312818773664,-0.269755779427408,0.0109171914426831,GLM_04,contr1,offer-timelocked
-0.104281555011091,-0.00381623252768232,-0.19593939560992,-0.117283978324549,-0.0644472979132476,GLM_04,contr1,offer-timelocked
-0.102905186719705,0.0210074593706317,-0.171415596089195,-0.0286329428222015,-0.333232627991434,GLM_04,contr1,offer-timelocked
-0.147137117731627,-0.14648796652617,-0.0582520975652605,-0.0319102868891907,0.0668967670821518,GLM_04,contr1,offer-timelocked
-0.19430887136048,-0.0952651888770691,-0.0346324776991389,-0.0151254268859007,-0.161477714575314,GLM_04,contr1,offer-timelocked
-0.0392949775563422,-0.112301586108251,-0.0895199833194048,0.0901488761530168,0.0936325966124295,GLM_04,contr1,offer-timelocked
-0.179052549754778,-0.267910417940025,-0.0228654567057821,-0.0691275213471112,-0.121597892429267,GLM_04,contr1,offer-timelocked
0.0145476740366814,0.053837337346532,-0.180422770061885,-0.066110426668722,0.0208016582099826,GLM_04,contr1,offer-timelocked
-0.00800277022953809,-0.00166016030562399,-0.027674669739826,0.065013194585708,-0.127034809488472,GLM_04,contr1,offer-timelocked
0.0206379549804528,-0.0384373069132954,-0.106932936831083,-0.0446270166804705,-0.00931629445340657,GLM_04,contr1,offer-timelocked
-0.0446714498359554,0.083407848878667,-0.146681187074036,0.0755076322413206,-0.135186509471566,GLM_04,contr1,offer-timelocked
0.0897809602763026,0.150673411537216,0.232873863928247,0.0132035673336331,0.0832885735431656,GLM_04,contr1,offer-timelocked
0.0327567746106675,-0.138191689327982,-0.0888594090827685,-0.188758079168633,-0.0823808281324601,GLM_04,contr1,offer-timelocked
-0.0572215153415056,0.012645478557,0.0523932446319668,-0.0303687039104765,0.0313865423416755,GLM_04,contr1,offer-timelocked
0.0356713180291654,-0.00299255713796046,-0.0439673756514854,-0.0565845154438116,0.0631255343482982,GLM_04,contr1,offer-timelocked
0.134046093445064,0.100554002906112,0.175990656495593,-0.0536540269727165,-0.155878568263172,GLM_04,contr1,offer-timelocked
0.049002052461995,0.111274776312114,-0.0727903559877567,0.0511450710386138,-0.0951945738697513,GLM_04,contr1,offer-timelocked
-0.0385555718618776,0.250594488118541,0.0923896513764071,-0.125418440824345,-0.037089017729844,GLM_04,contr1,offer-timelocked
-0.0577069858252848,-0.00381950590655648,-0.0865889589320196,0.0993724649115902,-0.15412629085251,GLM_04,contr1,offer-timelocked
-0.210730559111063,-0.167345684810495,-0.0348892841930628,-0.0700367575784896,0.0470969220040108,GLM_04,contr1,offer-timelocked
0.146594175156494,0.17498854860271,-0.175875043100265,-0.0313418256409579,0.125916623190637,GLM_04,contr1,offer-timelocked
0.0705452536807199,-0.0135736298009315,0.19618892154433,-0.178210160328963,-0.131407316641259,GLM_04,contr1,offer-timelocked
0.0284312101135327,0.14248771747466,0.10178845342608,-0.196000851375256,-0.0491762691112282,GLM_04,contr1,offer-timelocked
0.0909741133331102,0.112940488989603,0.0383172921402421,0.0913871638996181,-0.120384795277103,GLM_04,contr1,offer-timelocked
-0.0417650701647865,-0.108972438117889,0.107262819037608,-0.0946074353951939,0.037040557268421,GLM_04,contr1,offer-timelocked
0.0163794450029707,-0.00329373341927222,-0.169966458239334,0.0196766741982391,0.0616028664081457,GLM_04,contr1,offer-timelocked
